word_count,duration_seconds,words_per_minute,filler_ratio,unique_ratio,avg_word_length,speech_confidence,repetition_ratio,pause_count,keyword_score,pattern_score,fluency_score,accuracy_score
87.0,39.72,131.41,0.0244,0.8573,4.724,0.9526,0.0155,1.0,86.47,84.71,89.15,85.43
47.0,19.05,148.05,0.0794,0.4979,3.71,0.6983,0.0284,1.0,33.65,23.6,79.87,37.74
33.0,13.95,141.91,0.0719,0.5636,4.057,0.7985,0.0959,4.0,48.39,49.68,73.25,47.55
22.0,11.26,117.28,0.0385,0.5601,3.58,0.8407,0.0682,3.0,58.99,70.55,75.64,62.91
16.0,7.2,133.25,0.0205,0.4737,4.653,0.6542,0.058,4.0,39.2,30.59,71.95,41.31
49.0,19.33,152.06,0.0298,0.6594,3.825,0.7131,0.0815,2.0,23.33,24.69,86.24,34.03
37.0,34.27,64.78,0.2036,0.4322,4.656,0.5061,0.1374,5.0,33.19,47.92,36.95,45.13
52.0,12.92,241.49,0.0744,0.508,3.719,0.7138,0.0848,2.0,52.83,41.1,56.51,51.52
52.0,15.73,198.34,0.0472,0.575,6.101,0.8217,0.1087,0.0,83.97,72.51,78.47,81.15
47.0,20.84,135.31,0.0068,0.906,5.293,0.821,0.048,1.0,92.83,87.43,87.06,90.03
29.0,12.69,137.07,0.0102,0.8333,5.285,0.9179,0.0226,2.0,88.97,70.58,90.77,82.53
84.0,36.46,138.25,0.0182,0.6771,6.043,0.8205,0.0271,0.0,73.87,89.11,86.5,78.96
70.0,27.3,153.85,0.0304,0.8729,3.884,0.7919,0.0388,0.0,81.3,75.62,95.86,76.52
44.0,11.34,232.78,0.0627,0.6747,3.747,0.5643,0.0301,1.0,68.73,47.69,61.61,56.21
80.0,29.7,161.64,0.0125,0.9147,5.334,0.9825,0.0071,0.0,91.45,86.03,96.81,88.72
77.0,28.09,164.46,0.0269,0.8332,4.421,0.9868,0.0339,1.0,71.21,95.35,88.48,84.56
47.0,22.67,124.41,0.0374,0.4231,4.207,0.4322,0.0927,2.0,36.97,5.73,66.91,27.76
26.0,19.28,80.92,0.1343,0.4865,5.984,0.3829,0.1016,7.0,66.93,49.27,43.33,56.66
52.0,34.57,90.25,0.0263,0.4438,5.053,0.4381,0.0552,3.0,30.95,31.63,62.88,42.83
78.0,33.86,138.22,0.011,0.8636,5.296,0.9396,0.0348,0.0,74.17,93.27,95.14,83.84
25.0,14.13,106.17,0.0611,0.51,4.395,0.646,0.0306,2.0,80.3,47.82,67.04,67.79
34.0,30.45,67.0,0.0961,0.4869,6.12,0.4709,0.1923,8.0,64.57,36.27,50.0,52.55
52.0,21.63,144.22,0.0361,0.5726,3.601,0.7583,0.0234,1.0,47.93,66.33,81.82,55.31
42.0,17.75,141.99,0.0871,0.5221,5.372,0.8687,0.0676,1.0,68.74,66.95,75.88,75.28
13.0,13.17,59.21,0.173,0.3301,5.16,0.4465,0.0932,4.0,33.58,43.74,41.51,35.97
41.0,17.62,139.63,0.0647,0.6275,4.742,0.7364,0.0973,2.0,72.98,57.36,78.37,66.34
40.0,15.49,154.97,0.0731,0.4942,6.013,0.6173,0.022,2.0,67.19,38.22,70.96,58.46
24.0,25.02,57.56,0.1832,0.3505,5.382,0.3799,0.1236,4.0,25.56,34.53,34.15,26.87
75.0,18.74,240.17,0.0504,0.4714,4.427,0.8305,0.0547,1.0,41.26,42.13,60.48,48.88
50.0,23.72,126.45,0.054,0.7287,5.627,0.463,0.0304,2.0,23.61,26.88,77.98,28.22
64.0,36.1,106.39,0.0323,0.5787,5.298,0.7387,0.0485,1.0,65.74,56.63,74.16,68.36
30.0,13.55,132.8,0.0489,0.5791,5.9,0.7943,0.0718,3.0,50.0,54.85,75.01,59.3
50.0,21.13,141.97,0.0004,0.8946,5.983,0.8755,0.0477,1.0,78.6,95.32,95.07,87.85
43.0,27.81,92.78,0.1415,0.4006,5.473,0.3984,0.1778,6.0,68.83,16.28,48.81,48.54
32.0,12.72,150.92,0.0028,0.8703,4.845,0.8899,0.0454,2.0,96.34,93.44,91.23,93.84
76.0,34.98,130.36,0.0204,0.6363,3.56,0.8429,0.0116,1.0,88.6,92.54,90.07,91.35
30.0,14.74,122.14,0.0393,0.6386,4.975,0.6242,0.0903,3.0,79.2,71.97,72.92,65.42
56.0,25.67,130.91,0.0497,0.5767,3.513,0.602,0.0677,1.0,54.77,43.45,72.08,52.32
17.0,7.2,141.61,0.0497,0.7265,6.174,0.7937,0.0647,3.0,45.04,36.58,80.24,46.3
11.0,4.54,145.43,0.0651,0.7158,5.135,0.4027,0.0488,1.0,32.8,31.72,75.04,30.73
50.0,24.73,121.3,0.0752,0.5638,6.01,0.6211,0.0632,3.0,35.59,36.36,71.84,39.0
24.0,6.5,221.59,0.062,0.6399,5.047,0.7367,0.0972,2.0,50.01,54.92,64.96,49.73
21.0,14.37,87.65,0.1804,0.5475,3.402,0.4872,0.1996,3.0,43.63,40.67,47.94,46.89
35.0,24.03,87.4,0.1754,0.4034,5.973,0.6857,0.179,5.0,69.46,58.71,47.16,62.0
32.0,12.34,155.62,0.0208,0.8805,3.704,0.803,0.019,1.0,85.18,80.13,87.98,81.32
42.0,24.97,100.91,0.0584,0.5293,3.832,0.7974,0.0836,1.0,53.45,61.65,68.9,60.65
27.0,25.31,64.01,0.1262,0.4613,5.818,0.518,0.2197,8.0,30.15,53.34,46.61,37.26
18.0,12.42,86.96,0.1498,0.5978,5.933,0.5679,0.152,4.0,57.0,37.68,55.51,53.7
67.0,18.58,216.39,0.0702,0.4982,4.302,0.7667,0.0426,2.0,54.74,52.29,64.6,62.66
55.0,31.71,104.05,0.0759,0.7176,4.493,0.7125,0.0778,3.0,78.86,71.03,75.31,74.29
40.0,20.33,118.04,0.0784,0.506,6.064,0.6124,0.0998,4.0,77.17,74.73,64.27,74.54
28.0,12.56,133.8,0.0374,0.6212,5.237,0.8101,0.0123,1.0,75.97,72.9,78.54,71.37
55.0,23.81,138.62,0.0566,0.4639,4.663,0.5282,0.1164,4.0,28.01,11.1,66.26,28.09
36.0,26.37,81.9,0.17,0.3769,5.049,0.3872,0.2151,8.0,51.95,33.71,35.11,46.57
44.0,18.04,146.38,0.0111,0.6291,4.38,0.9513,0.0088,2.0,71.55,91.46,87.72,86.78
48.0,27.5,104.71,0.0509,0.4813,5.863,0.5271,0.0283,2.0,10.87,16.68,65.53,15.4
33.0,14.39,137.56,0.044,0.5679,4.408,0.4845,0.0329,5.0,19.06,23.03,67.49,26.82
65.0,26.3,148.31,0.0493,0.6515,4.592,0.6779,0.0243,4.0,72.3,42.7,71.42,66.11
64.0,23.55,163.09,0.0246,0.7344,5.505,0.7882,0.03,1.0,72.77,83.99,86.34,75.27
57.0,24.05,142.2,0.0353,0.6932,4.328,0.9006,0.0342,0.0,71.82,70.36,89.44,73.12
62.0,15.88,234.29,0.0795,0.6414,6.017,0.7983,0.1049,2.0,75.05,70.09,59.84,74.04
33.0,27.4,72.25,0.1948,0.5598,6.022,0.6867,0.1148,8.0,56.93,49.06,43.11,52.33
41.0,26.17,94.0,0.1157,0.5374,5.798,0.6285,0.1418,4.0,34.5,23.5,56.65,42.4
32.0,7.94,241.97,0.0386,0.4641,4.701,0.5297,0.076,0.0,61.64,67.57,54.78,62.21
16.0,8.8,109.08,0.0893,0.5781,4.835,0.6247,0.0399,4.0,47.16,70.55,62.73,59.39
32.0,20.55,93.45,0.1753,0.5653,5.522,0.6273,0.1488,8.0,56.7,18.52,42.33,41.72
36.0,10.82,199.7,0.0515,0.6969,4.02,0.8361,0.0415,2.0,56.75,64.91,75.12,64.04
34.0,13.5,151.12,0.026,0.8535,4.275,0.8672,0.0137,1.0,70.47,72.23,92.39,75.62
56.0,22.37,150.18,0.0374,0.8595,4.606,0.8992,0.0069,1.0,86.92,67.16,90.56,81.94
23.0,9.44,146.25,0.0761,0.6683,4.158,0.7507,0.0225,3.0,71.75,59.52,72.58,66.23
30.0,22.55,79.84,0.1379,0.4611,5.626,0.4516,0.1416,5.0,55.85,16.8,46.41,43.49
27.0,20.42,79.33,0.2143,0.4725,4.587,0.6063,0.1788,6.0,35.63,27.75,40.97,39.88
39.0,20.88,112.09,0.0783,0.6113,5.293,0.7977,0.0265,3.0,62.39,36.27,74.84,54.7
31.0,16.29,114.16,0.0672,0.6201,6.197,0.7038,0.0363,3.0,49.13,40.39,70.32,50.71
17.0,8.55,119.3,0.0917,0.7658,6.163,0.6852,0.0664,1.0,41.05,1.57,71.21,36.43
43.0,18.9,136.48,0.061,0.637,3.774,0.8589,0.0696,1.0,56.51,53.0,82.52,62.07
65.0,17.77,219.47,0.0425,0.6139,4.832,0.7845,0.1093,2.0,66.26,70.99,70.66,73.91
45.0,23.12,116.77,0.0611,0.6435,4.369,0.7849,0.0544,2.0,53.06,74.01,74.79,62.53
17.0,11.57,88.15,0.0994,0.593,4.792,0.536,0.1621,6.0,47.96,16.62,54.72,32.06
22.0,22.48,58.73,0.0902,0.3757,3.987,0.4168,0.1652,5.0,33.0,54.68,41.88,41.7
22.0,8.64,152.75,0.0867,0.6945,3.697,0.6193,0.0675,2.0,81.6,77.61,75.62,78.08
36.0,15.89,135.95,0.0138,0.6471,6.071,0.8846,0.0079,2.0,82.96,70.02,86.81,78.45
63.0,28.4,133.09,0.0022,0.6618,5.027,0.8836,0.0326,0.0,72.62,80.44,84.73,71.25
54.0,22.55,143.67,0.0396,0.9189,4.066,0.9857,0.0212,0.0,72.42,76.33,93.07,74.05
54.0,29.48,109.92,0.073,0.5871,4.787,0.8385,0.0393,2.0,64.92,43.29,72.16,60.84
18.0,17.45,61.89,0.2102,0.3329,3.646,0.5478,0.1568,4.0,36.28,35.37,32.32,35.39
53.0,19.74,161.09,0.0319,0.9041,4.83,0.9169,0.0331,0.0,84.4,96.68,95.12,90.13
38.0,32.24,70.71,0.1239,0.5741,3.779,0.4826,0.195,3.0,44.91,48.91,49.06,54.01
51.0,26.71,114.58,0.052,0.6953,5.719,0.8659,0.0735,1.0,65.25,55.19,83.55,67.85
15.0,6.16,146.01,0.1167,0.6815,4.188,0.4646,0.0786,2.0,9.39,31.57,75.41,21.9
75.0,29.82,150.88,0.0168,0.6724,3.837,0.7861,0.0203,1.0,89.48,85.09,84.27,82.53
31.0,15.89,117.03,0.0624,0.757,3.683,0.751,0.0694,3.0,47.71,43.02,74.4,49.74
37.0,16.1,137.93,0.0236,0.8065,4.967,0.9242,0.0453,0.0,78.85,88.06,94.8,85.6
87.0,33.87,154.11,0.0366,0.7756,5.55,0.8475,0.0414,2.0,93.12,82.51,86.01,83.98
58.0,28.1,123.85,0.1151,0.7193,4.853,0.7548,0.0585,2.0,41.87,6.1,73.94,34.97
41.0,18.38,133.88,0.0627,0.6041,5.386,0.6037,0.022,4.0,23.61,34.24,71.83,33.87
37.0,31.57,70.32,0.1464,0.3966,4.1,0.3609,0.1767,3.0,44.58,33.71,42.9,42.0
54.0,32.29,100.35,0.0845,0.5013,5.808,0.7263,0.0366,3.0,64.38,47.61,65.1,60.38
54.0,26.51,122.23,0.0622,0.6179,5.609,0.8694,0.0765,1.0,81.84,48.28,76.62,75.44
56.0,21.97,152.92,0.0926,0.451,3.692,0.6798,0.0684,4.0,39.0,32.27,67.95,40.35
28.0,12.02,139.8,0.0631,0.7308,3.89,0.6783,0.0615,1.0,49.35,74.81,86.45,60.14
70.0,18.67,224.94,0.0648,0.6403,5.358,0.5665,0.0355,0.0,61.54,40.12,63.11,57.09
62.0,28.09,132.42,0.0272,0.6414,4.336,0.9849,0.0342,1.0,75.45,65.49,85.47,76.23
45.0,26.38,102.35,0.0757,0.5023,3.588,0.7905,0.0233,4.0,32.1,30.92,67.38,40.67
33.0,14.57,135.87,0.0983,0.7312,5.793,0.5905,0.0709,3.0,31.57,10.53,70.68,34.7
36.0,11.09,194.74,0.0312,0.5698,6.077,0.7962,0.0364,1.0,41.46,53.26,76.65,48.83
31.0,12.64,147.19,0.0886,0.6047,6.195,0.5692,0.1016,2.0,34.34,30.28,69.76,35.32
14.0,9.04,92.94,0.0605,0.7427,5.123,0.5156,0.09,2.0,5.27,14.21,68.02,18.54
84.0,37.71,133.66,0.0398,0.8014,5.667,0.7977,0.0033,2.0,72.25,85.65,85.18,73.12
44.0,31.99,82.52,0.1461,0.5342,4.95,0.6991,0.129,6.0,25.55,20.65,54.27,31.82
8.0,5.52,86.92,0.1162,0.5659,5.79,0.3511,0.1668,6.0,67.06,50.45,47.78,60.22
9.0,9.41,57.36,0.1082,0.4853,3.685,0.3706,0.1838,6.0,62.8,56.42,45.35,52.73
17.0,9.82,103.87,0.0311,0.4875,4.992,0.7432,0.0849,4.0,49.71,40.61,66.66,48.57
59.0,23.38,151.4,0.072,0.7329,5.899,0.4732,0.0268,4.0,29.27,2.08,66.53,21.81
53.0,22.59,140.79,0.0446,0.6426,4.731,0.7847,0.0983,2.0,72.55,40.32,78.67,61.99
17.0,9.57,106.54,0.0607,0.5297,5.91,0.7654,0.0336,2.0,71.77,43.79,73.89,63.05
32.0,15.25,125.94,0.0805,0.7546,3.963,0.6849,0.0323,1.0,71.65,61.19,76.73,68.91
9.0,7.44,72.56,0.1052,0.547,3.454,0.405,0.189,5.0,60.91,48.6,47.74,56.18
28.0,23.99,70.02,0.2025,0.369,4.12,0.4799,0.0873,8.0,58.41,21.78,36.55,45.34
70.0,30.61,137.2,0.0072,0.8041,3.787,0.828,0.0296,1.0,81.38,71.54,86.82,77.19
59.0,24.29,145.72,0.0523,0.6528,4.245,0.7589,0.0863,4.0,53.74,48.34,78.29,55.03
43.0,26.41,97.67,0.0658,0.5525,6.126,0.5957,0.0755,5.0,5.75,33.69,63.58,27.01
16.0,15.75,60.96,0.1618,0.3335,6.114,0.6386,0.1389,5.0,43.66,29.72,42.99,44.26
50.0,18.22,164.68,0.0094,0.8917,5.233,0.8385,0.0324,1.0,71.21,82.35,85.49,82.62
45.0,12.57,214.85,0.0582,0.6529,3.714,0.5845,0.1078,2.0,53.45,68.79,66.68,58.22
40.0,25.3,94.85,0.095,0.4014,5.558,0.4752,0.147,8.0,47.23,53.53,51.73,47.91
37.0,36.86,60.23,0.1356,0.4435,4.844,0.4157,0.1859,5.0,39.46,41.5,42.02,35.44
42.0,17.72,142.25,0.0119,0.849,5.782,0.8315,0.0042,0.0,82.41,92.07,96.53,87.95
78.0,23.37,200.23,0.053,0.6466,3.652,0.611,0.0889,2.0,63.11,55.16,69.79,61.3
65.0,38.37,101.63,0.0894,0.628,5.432,0.6995,0.042,1.0,81.26,46.35,69.99,64.59
16.0,11.7,82.03,0.1151,0.5438,6.172,0.6194,0.1814,3.0,26.1,46.67,54.16,39.05
25.0,6.58,227.94,0.0653,0.4119,3.856,0.6938,0.0818,0.0,54.57,73.82,69.57,61.24
47.0,22.0,128.16,0.0196,0.6426,5.282,0.9224,0.0395,2.0,95.5,99.34,84.68,95.95
13.0,5.14,151.85,0.0435,0.5987,4.617,0.6919,0.0403,4.0,12.82,39.12,73.75,29.6
40.0,15.92,150.77,0.0892,0.6755,3.698,0.796,0.0457,3.0,76.71,44.8,73.83,71.88
19.0,9.07,125.69,0.0494,0.566,4.003,0.6381,0.0639,3.0,61.52,58.05,75.49,60.39
35.0,15.72,133.6,0.1049,0.5324,4.313,0.4781,0.0465,1.0,15.1,17.89,67.84,23.1
80.0,31.46,152.59,0.007,0.6863,4.164,0.8221,0.0,1.0,84.21,66.36,84.48,80.17
74.0,30.93,143.55,0.0338,0.8608,5.87,0.8065,0.0062,0.0,82.5,95.45,88.03,89.26
45.0,16.7,161.66,0.0182,0.6449,5.85,0.9016,0.0204,2.0,94.33,76.91,83.13,89.85
69.0,35.85,115.47,0.0696,0.5227,6.044,0.6312,0.0306,1.0,47.87,74.36,72.76,59.09
66.0,19.07,207.61,0.0371,0.545,5.436,0.7998,0.0956,2.0,62.64,42.23,71.9,58.52
23.0,18.61,74.14,0.1535,0.5527,3.775,0.6921,0.1422,5.0,40.4,31.81,52.58,48.05
39.0,19.66,119.05,0.0776,0.5538,4.365,0.7713,0.0921,1.0,65.98,43.72,75.58,61.22
53.0,21.67,146.72,0.0107,0.8037,5.094,0.7947,0.0168,1.0,94.13,74.07,88.83,82.78
16.0,9.01,106.57,0.1109,0.6984,3.986,0.6727,0.025,2.0,9.85,25.53,73.93,27.52
45.0,26.47,102.0,0.0566,0.6651,4.42,0.8433,0.0289,1.0,52.28,58.84,66.11,57.66
25.0,15.86,94.58,0.0891,0.5996,4.628,0.5256,0.1505,5.0,66.49,37.83,58.69,53.82
35.0,25.19,83.38,0.1702,0.4392,4.606,0.3515,0.1425,4.0,25.27,18.37,38.57,23.96
28.0,17.7,94.91,0.2083,0.4956,3.783,0.6884,0.2015,4.0,39.35,48.73,46.26,49.92
74.0,27.2,163.22,0.0126,0.6744,4.623,0.8194,0.024,0.0,95.28,91.53,84.37,89.46
41.0,17.55,140.13,0.0545,0.6584,4.822,0.7221,0.0663,4.0,64.15,65.64,77.74,68.39
41.0,16.96,145.02,0.0216,0.7857,4.552,0.9301,0.0137,0.0,89.95,89.64,91.56,88.04
61.0,24.4,149.99,0.0656,0.5698,3.606,0.791,0.0792,4.0,57.29,72.19,75.29,58.18
28.0,11.83,142.0,0.011,0.7487,3.782,0.8629,0.0151,2.0,74.14,87.96,87.7,87.72
24.0,7.46,193.15,0.0252,0.7039,4.815,0.6621,0.0867,2.0,41.12,43.94,73.82,46.48
71.0,22.13,192.49,0.0376,0.4761,5.348,0.6549,0.0872,1.0,60.8,42.23,68.17,56.3
37.0,27.0,82.22,0.1343,0.429,5.808,0.4024,0.1636,4.0,52.12,30.31,50.93,38.27
39.0,24.63,94.99,0.1115,0.4042,4.018,0.5047,0.1176,5.0,56.14,36.64,52.3,48.86
62.0,18.26,203.75,0.0308,0.6811,5.311,0.7486,0.0815,1.0,82.21,36.08,68.49,56.65
18.0,7.12,151.76,0.0494,0.7245,4.491,0.8097,0.0734,2.0,79.05,53.36,83.37,72.84
43.0,22.65,113.89,0.0416,0.594,5.605,0.6867,0.0487,3.0,33.04,25.19,72.95,37.53
76.0,29.62,153.97,0.0253,0.6764,4.888,0.9603,0.0027,1.0,87.86,99.43,90.35,91.25
68.0,17.75,229.92,0.0337,0.6374,5.804,0.5833,0.1183,1.0,50.93,41.83,58.62,46.44
33.0,10.14,195.34,0.0492,0.478,3.487,0.5825,0.0308,0.0,57.78,45.91,67.05,54.15
38.0,14.26,159.91,0.0233,0.7436,5.95,0.8777,0.0104,0.0,94.36,96.99,83.13,95.67
43.0,18.65,138.31,0.0253,0.6769,5.371,0.9731,0.0052,0.0,70.21,94.92,85.59,79.94
65.0,30.97,125.91,0.0512,0.6646,3.523,0.6611,0.073,1.0,73.37,42.5,79.0,60.99
39.0,32.91,71.11,0.1129,0.4795,4.818,0.4215,0.1817,7.0,33.86,28.11,47.47,37.44
48.0,19.7,146.2,0.0827,0.6689,5.058,0.7778,0.0687,4.0,61.09,49.49,73.82,60.43
13.0,6.15,126.74,0.0815,0.4793,4.074,0.7583,0.039,1.0,37.73,30.52,72.25,45.53
38.0,14.72,154.94,0.0438,0.7292,4.964,0.6446,0.0984,1.0,53.34,53.98,86.12,57.38
19.0,8.75,130.23,0.0662,0.4966,5.981,0.6472,0.0329,3.0,56.18,41.52,70.8,58.86
36.0,16.92,127.67,0.0477,0.5831,4.766,0.7268,0.0605,2.0,81.42,45.05,76.86,61.66
70.0,18.85,222.79,0.045,0.4165,6.025,0.8266,0.0672,0.0,77.63,50.82,66.12,71.08
70.0,20.13,208.68,0.0797,0.5778,4.977,0.7413,0.0879,1.0,79.74,73.09,68.01,77.08
35.0,28.76,73.02,0.1031,0.4064,5.509,0.5285,0.1971,7.0,32.73,42.55,45.24,37.86
19.0,7.93,143.67,0.0254,0.6025,4.947,0.6491,0.0507,4.0,20.97,22.17,78.94,25.37
76.0,27.79,164.06,0.012,0.6726,3.555,0.8261,0.0239,2.0,96.24,82.5,82.2,86.32
62.0,16.79,221.59,0.0391,0.6974,5.904,0.6159,0.1051,1.0,83.0,54.17,67.26,71.97
88.0,39.49,133.69,0.0025,0.6211,6.175,0.8482,0.0295,1.0,83.66,75.56,83.07,81.32
49.0,20.95,140.34,0.052,0.7039,5.744,0.6348,0.0465,3.0,71.51,63.16,79.29,67.68
43.0,20.61,125.17,0.0202,0.7785,3.552,0.9182,0.0192,0.0,70.1,88.59,85.69,79.71
24.0,18.49,77.9,0.1652,0.5245,4.641,0.3928,0.1745,8.0,64.62,58.84,45.88,57.82
44.0,42.66,61.89,0.1038,0.4578,3.604,0.4095,0.0828,4.0,27.34,56.84,45.44,37.3
23.0,9.19,150.1,0.0543,0.6146,3.687,0.705,0.023,4.0,55.84,40.52,73.02,50.8
54.0,22.71,142.69,0.0055,0.6213,4.537,0.8205,0.0118,1.0,94.01,97.04,87.19,91.88
34.0,34.4,59.31,0.1413,0.4894,4.69,0.3985,0.1211,4.0,38.77,26.76,43.17,34.89
62.0,23.56,157.87,0.0192,0.6386,5.086,0.8342,0.0402,0.0,92.55,95.65,84.33,90.75
89.0,35.98,148.4,0.0062,0.8857,5.967,0.8574,0.0025,1.0,79.84,95.44,98.06,83.73
39.0,15.58,150.18,0.0582,0.7026,6.081,0.6309,0.092,5.0,11.58,29.26,71.78,21.19
67.0,37.86,106.18,0.0771,0.6464,5.815,0.686,0.0687,1.0,57.29,55.18,73.83,58.6
18.0,16.7,64.66,0.1167,0.3478,3.434,0.5439,0.1659,8.0,57.67,30.1,43.54,57.18
87.0,36.76,142.02,0.01,0.7241,5.97,0.914,0.0173,0.0,81.88,66.4,93.71,83.07
77.0,28.96,159.55,0.0016,0.6636,4.363,0.8107,0.0301,1.0,97.64,80.32,85.58,84.37
40.0,20.05,119.68,0.0765,0.6885,3.519,0.7864,0.0864,1.0,55.25,50.29,80.0,60.99
36.0,15.45,139.79,0.0749,0.6799,5.223,0.6571,0.0931,1.0,72.87,64.6,76.68,71.4
20.0,17.25,69.55,0.1947,0.5134,6.065,0.377,0.0999,5.0,65.51,54.8,37.42,58.89
21.0,6.48,194.45,0.0798,0.4097,5.42,0.7091,0.0885,0.0,72.73,42.78,72.03,67.22
78.0,29.94,156.34,0.0076,0.6914,6.005,0.9436,0.0043,2.0,75.72,80.94,84.71,80.8
10.0,4.98,120.36,0.0612,0.5249,3.963,0.5303,0.0888,3.0,6.51,27.27,68.36,21.04
22.0,19.08,69.19,0.1029,0.388,3.928,0.6363,0.1175,7.0,59.86,29.9,51.73,56.34
35.0,16.04,130.91,0.0141,0.7354,5.209,0.8828,0.0393,2.0,70.18,97.64,83.63,80.16
17.0,8.87,115.01,0.0643,0.6632,3.972,0.5708,0.0932,4.0,8.4,33.2,69.93,25.54
51.0,19.4,157.75,0.0296,0.9082,4.648,0.8368,0.0413,2.0,80.56,83.81,87.18,87.11
73.0,17.84,245.56,0.0518,0.457,3.71,0.7261,0.0473,0.0,43.05,64.27,64.27,58.43
47.0,17.98,156.85,0.0057,0.7755,3.982,0.8003,0.0316,2.0,71.89,98.06,88.45,81.8
33.0,13.39,147.92,0.04,0.6278,5.955,0.7801,0.0175,1.0,80.98,95.93,83.17,83.67
49.0,25.09,117.19,0.0698,0.5511,4.258,0.6906,0.0888,3.0,54.27,78.39,70.54,64.75
67.0,31.04,129.51,0.025,0.8825,5.056,0.8561,0.0084,1.0,82.0,92.51,86.6,84.08
55.0,31.11,106.06,0.0889,0.5328,4.099,0.654,0.0316,2.0,66.1,54.97,64.76,59.91
62.0,31.84,116.85,0.0419,0.7664,4.371,0.827,0.0475,4.0,76.13,58.35,73.25,71.77
27.0,13.46,120.32,0.0301,0.7685,4.212,0.7539,0.0679,3.0,67.2,59.78,83.67,61.53
12.0,10.82,66.51,0.089,0.4251,4.332,0.4116,0.1727,5.0,64.56,28.62,45.61,48.68
22.0,13.6,97.08,0.0375,0.7731,5.862,0.4988,0.0862,2.0,10.78,7.76,72.54,19.08
20.0,17.64,68.04,0.0979,0.6147,4.477,0.5869,0.1991,8.0,58.85,46.42,50.68,52.23
46.0,12.43,221.96,0.0377,0.5566,3.426,0.7148,0.0684,2.0,77.97,59.23,62.58,70.25
11.0,5.07,130.21,0.0675,0.6127,4.958,0.4269,0.1097,3.0,38.69,21.92,69.64,30.94
31.0,18.13,102.59,0.0727,0.5661,5.74,0.7825,0.0702,3.0,53.39,54.82,74.69,56.71
30.0,13.3,135.29,0.0669,0.4831,4.25,0.7702,0.0788,2.0,73.44,37.65,77.03,60.4
24.0,13.56,106.23,0.0701,0.5588,5.632,0.7992,0.0238,1.0,65.82,52.62,74.31,64.45
38.0,29.15,78.22,0.0914,0.4504,4.409,0.414,0.2037,4.0,45.02,41.58,53.37,45.12
49.0,29.6,99.33,0.0947,0.5674,5.349,0.4062,0.0728,4.0,9.81,8.4,58.2,16.02
33.0,24.87,79.61,0.2016,0.4285,5.019,0.5422,0.1522,7.0,65.67,22.42,39.29,54.55
36.0,21.15,102.13,0.0784,0.5682,5.898,0.4061,0.027,2.0,12.23,30.77,64.67,25.32
28.0,19.77,84.98,0.1208,0.3572,3.672,0.6652,0.1996,8.0,27.42,52.07,44.83,42.76
11.0,7.24,91.15,0.1975,0.3373,5.321,0.5656,0.1881,5.0,49.77,59.24,45.33,55.32
33.0,10.35,191.39,0.026,0.6443,5.868,0.5225,0.0362,2.0,82.66,70.02,72.18,75.34
25.0,13.73,109.29,0.1086,0.6723,5.27,0.7583,0.0356,2.0,40.23,24.51,70.75,42.06
21.0,5.33,236.2,0.0738,0.6176,6.109,0.5237,0.0465,1.0,85.79,78.43,58.22,76.43
39.0,12.28,190.58,0.0566,0.4457,5.951,0.6726,0.0516,2.0,42.55,34.0,53.29,46.78
61.0,30.67,119.34,0.0748,0.7204,3.505,0.8452,0.0394,3.0,64.5,45.06,77.46,61.05
